attrib1,attrib2,attrib3,attrib4, attrib5, attrib6, attrib7, attrib8, attrib9, attrib10,Label
0.0279,0.0731,0.0058,0.1214,216,0.0729,0.0568,0.0877,0.0895,0.1588,0
181,0.1821,0.0111,0.2433,0.3619,0.1658,-0.0915,146,0.1098,0.3205,1
0.0807,0.0618,0.0338,0.2955,0.2465,0.0314,0.0737,-0.0285,-0.0349,0.1081,1
198,0.1712,-0.0011,0.1044,0.3374,0.0325,-0.0126,-0.0704,0.0198,0.0832,1
0.0538,0.0673,28,0.1359,0.1623,0.0573,0.0922,0.0771,0.1027,0.1851,0
48,0.0676,0.0293,0.1446,227,0.0169,98,3,-0.0447,121,1
0.1472,0.1354,0.0288,0.1926,0.3613,0.3505,0.0202,0.0555,0.1567,0.2899,1
0.1081,-0.0108,-0.0011,0.0881,0.3438,0.0375,-63,-92,0.0282,65,1
0.4,0.1995,0.0768,0.1805,0.3479,0.1541,0.1611,0.0407,0.1602,0.3076,1
0.0529,0.0346,0.0032,0.2621,1.7287,0.3574,0.0568,-0.0443,0.0812,0.3535,1
0.0569,0.0552,-0.0053,0.1649,0.2022,0.0731,0.0579,0.0114,14,0.1661,1
0.3675,0.1008,0.0415,0.1348,0.2864,0.1262,0.0574,0.0697,0.1243,0.2192,0
0.0551,0.0647,5,0.1496,0.1758,0.0826,0.0273,0.0183,-0.0378,0.1171,1
0.1815,0.0869,0.0412,0.1201,236,0.0716,0.0431,0.0914,0.1269,0.1975,0
-2,0.0786,-0.0032,0.1559,1.6865,243,-0.0414,-0.0794,0.0348,0.1494,1
0.2007,0.1523,0.0362,0.1792,0.3505,184,0.0603,0.0225,0.1649,0.3746,1
0.2387,0.1892,0.0343,195,0.3489,0.1766,0.0283,0.0536,152,0.4622,1
49,0.0729,0.0014,128,0.1835,0.0681,0.0748,0.0162,-0.0299,0.1181,1
154,0.0879,0.0161,0.1166,0.2352,0.0444,0.0566,0.0705,0.0947,197,0
2,0.0596,0.0406,0.1714,1.2479,0.2345,0.0964,-0.0435,0.0628,0.2981,1
0.0904,0.1209,52,0.1441,0.1727,0.0742,0.0373,0.0249,-0.0528,0.12,1
0.1894,0.1494,0.0177,0.1871,0.3521,184,0.2751,66,0.1636,0.3564,1
0.1134,0.0803,0.0299,0.1356,0.2252,0.0875,13,0.1154,0.1021,0.2216,0
0.2109,0.0852,-0.0602,0.0941,0.7171,0.0573,-0.0145,-0.1366,0.0259,0.1513,1
0.1709,0.2299,47,0.1499,0.3429,0.1589,0.0175,0.0634,0.1581,0.3055,1
0.0229,0.0021,-0.0412,0.1134,0.5579,0.0573,-34,-0.0665,0.0427,0.3303,1
0.1485,75,0.0325,0.1177,0.2051,0.0906,0.0199,0.1027,0.0884,0.2055,0
0.0638,0.0547,0.0169,0.1296,0.1961,0.0861,0.0563,0.0011,-0.0257,0.1142,1
45,-14,-0.0037,0.1121,0.4201,0.0095,0.0223,0.0059,0.0915,0.1022,1
0.2245,0.1687,0.0056,0.2784,0.3239,0.2043,0.0236,0.0637,0.1612,0.3422,1
72,0.0998,-42,0.1805,0.3875,0.2011,0.0526,0.1083,0.1312,0.2276,0
0.0345,62,0.0014,129,0.1796,0.0573,0.0376,0.0225,-23,0.1094,1
0.0891,0.0858,0.0365,0.1137,0.2046,0.0917,0.0128,0.1146,0.0916,0.1975,0
0.1113,0.0644,0.0349,0.1314,0.2112,76,65,17,-0.0386,0.3556,1
-2,0.3494,0.0285,222,0.6021,61,0.0194,-0.0659,57,0.1671,1
0.2018,0.2162,0.0211,0.1866,0.2991,0.1502,0.0212,0.0647,0.2293,0.2651,1
0.0189,0.0731,-0.0528,0.1371,0.5892,0.0027,-0.0604,-0.0694,0.0374,0.8237,1
0.1358,0.0692,0.0531,0.1488,0.2347,0.0966,0.0727,0.0204,-0.0167,0.1311,1
0.2068,0.1998,0.0111,0.2211,0.3184,0.1834,0.0188,0.0674,0.1428,0.3253,1
0.0076,94,-0.0045,0.1306,0.2294,103,8,0.0903,0.1027,0.2553,0
0.1883,0.1821,0.0135,0.2119,0.3118,0.1333,0.0141,0.0589,0.1544,0.3084,1
-0.0078,0.0493,-0.0786,0.0955,0.5125,-0.0219,-0.0219,-0.0047,0.6057,0.1594,1
0.1042,0.0568,0.0175,0.1267,0.2207,0.0826,0.0381,0.0265,-0.0312,0.1073,1
0.0548,0.0818,0.0423,0.1217,0.2379,75,0.0373,0.0922,0.0979,0.1946,0
0.1728,0.1945,0.0066,0.2259,0.2941,0.1481,0.0183,0.0563,0.1193,0.3722,1
-0.0109,0.0491,-0.0219,0.1229,0.3732,0.0203,18,-87,0.0324,0.4055,1
0.0517,0.0942,0.0747,0.1517,0.2368,0.1177,0.0497,0.0022,-0.0338,0.1041,1
0.1055,0.1045,0.0539,0.1433,0.2502,0.0763,0.0545,0.0813,0.0918,0.2398,0
0.0395,0.0631,0.0293,0.1016,0.2126,0.0465,0.0394,0.0162,-0.0383,0.1471,1
0.1978,0.1855,9,0.2056,0.3123,0.1164,0.0225,0.0579,0.1359,335,1
-0.0168,0.1172,0.0562,0.1312,0.2268,0.1025,0.0191,0.0647,0.1008,0.1933,0
-0.0349,0.0668,0.0251,87,0.3725,-0.0275,0.0141,-0.0791,0.1809,0.1312,1
0.1717,0.2658,0.0201,0.1829,0.3279,0.1417,0.0041,0.0486,0.1755,0.4197,1
0.1012,0.0662,0.1382,0.4401,1.2752,0.1733,-0.0643,-0.0034,0.0683,0.1412,1
0.01,0.09,-0.0011,0.1264,194,0.0589,0.0297,0.0444,0.0678,0.1559,0
0.0609,0.0636,-0.0037,0.1122,0.1755,0.0966,0.0212,0.0468,-56,0.1142,1
0.0501,0.0739,0.0238,0.1232,0.1613,61,0.0481,0.0666,0.0652,0.1635,0
0.0817,0.0657,0.0021,1.1977,0.3411,0.3051,0.0661,0.0288,-0.0251,0.1614,1
-0.0289,0.1973,0.0918,0.1421,0.4888,0.0733,-0.1131,-48,0.0438,0.1333,1
0.2015,0.4241,0.0821,0.1892,0.3419,0.1246,0.0173,0.0528,0.1816,0.3179,1
0.1965,0.1906,0.0145,0.1987,0.3197,0.1528,0.0109,0.0732,0.1483,0.3393,1
0.0638,0.0523,9,0.1641,0.2303,0.0441,0.0384,-0.0013,-0.06,0.1081,1
0.0205,0.0744,-0.0085,0.1232,175,0.0769,0.0323,0.0732,0.0713,164,0
-0.0355,0.1029,0.0586,0.1527,403,-0.0159,-0.0171,-0.1063,0.0359,0.1215,1
6,0.0861,0.0275,0.1285,217,79,0.0632,0.0521,0.0673,0.1717,0
0.1828,0.1726,0.0085,0.1662,0.3162,0.1312,-0.0084,0.0798,181,0.4145,1
-0.0059,0.0818,0.0056,0.1007,0.3938,0.0045,-0.0229,-0.0759,0.0287,0.1038,1
0.0649,0.0639,46,0.1132,236,0.0504,0.0772,0.0349,0.0166,0.1208,1
0.0429,0.0599,-0.0061,0.1248,198,0.0647,0.0402,0.0177,-0.0254,0.0983,1
206,0.1911,0.0335,0.2156,0.3229,0.1354,0.0194,0.0689,0.1884,0.3783,1
0.0342,101,-0.0422,0.0899,0.7276,0.0298,-0.0656,-0.0261,0.0251,0.2865,1
0.0543,0.1132,0.0494,138,0.2015,0.0512,0.0687,0.0953,0.1222,0.3881,0
0.0421,0.0581,0.0401,0.1155,0.3575,-0.0211,-0.0379,-0.1229,0.0306,0.1602,1
44,0.0634,0.0029,0.0654,0.1901,0.0708,51,0.0072,-0.0325,0.0989,1
0.1773,0.1877,0.0167,0.1773,0.3284,0.1072,0.0223,0.0565,166,0.3229,1
0.0218,0.0961,0.0795,0.1786,227,0.0748,41,0.0531,0.0742,0.1822,0
0.0216,0.1117,0.0417,0.1238,0.1991,0.0505,0.0603,0.07,0.0813,0.1677,0
-0.0065,0.1548,-0.0586,0.0617,0.4631,-52,-0.0316,0.1599,0.0427,112,1
0.1857,0.1713,23,0.1723,0.3273,0.1444,0.0064,0.0602,0.1702,0.3327,1
0.0464,0.0673,-0.0172,0.1058,0.1883,0.0694,0.0339,0.0183,-0.0397,0.0859,1
0.0189,0.0647,-0.0467,0.1119,0.1725,0.1351,0.0795,-14,-0.0193,0.0812,1
0.0197,0.1043,0.0354,0.1201,0.2165,0.1856,0.0988,0.0629,0.1098,0.1751,0
0.0115,0.0201,-0.0562,0.0857,0.3252,-47,-0.01,-0.1263,0.0559,0.1718,1
0.1659,0.1961,0.0116,0.1726,0.3165,0.1449,0.0051,0.0885,0.1541,0.3015,1
0.0598,0.0269,-0.0544,0.0831,0.3743,0.2595,0.1077,-0.0965,0.0651,0.0933,1
-0.0083,0.0953,0.0225,0.1214,0.2102,0.0658,56,0.0803,0.1042,0.1912,0
0.1601,0.2096,0.0161,0.1802,0.3099,0.1536,-0.0087,0.0536,0.1504,0.3213,1
-0.0186,0.0876,-0.0386,0.0916,0.1967,0.1069,69,-0.0032,-0.0331,0.1131,1
0.0023,0.0615,-0.0341,0.0839,0.4977,-0.0222,-0.0385,-68,57,0.0424,1
0.1699,228,-0.0011,166,0.3041,137,18,0.0655,0.1581,0.3039,1
25,0.0887,0.0845,0.2879,0.6284,0.0649,0.0331,0.0697,0.0707,0.2031,0
0.0588,0.0599,0.0143,0.0887,173,0.1035,-0.0055,0.0367,-0.0209,0.1041,1
0.0403,0.0961,-0.0341,142,0.1616,0.0966,0.1663,0.0204,-0.0011,0.0994,1
0.0669,0.0591,-0.0665,0.0757,0.5463,0.0151,-0.0018,-0.0588,0.0422,0.0511,1
0.0247,0.3919,0.4154,0.3019,0.2229,0.0529,0.0835,0.0373,0.0871,0.1894,0
0.1577,0.1694,0.0182,0.1797,0.3004,0.1344,0.0075,0.0352,0.1578,0.3105,1
0.0778,0.0684,0.0948,0.2715,0.3511,0.1314,0.0244,0.0156,-0.0584,0.1221,1
0.0748,0.0243,-0.0406,0.0839,0.3754,-0.0615,0.0286,-0.1327,0.0589,0.0611,1
0.0561,0.0755,0.0444,0.1388,0.2342,0.0853,0.0523,0.0724,0.0826,0.1851,0
0.1472,0.1322,0.0256,0.1507,0.2983,0.1473,-0.0179,0.0753,0.1475,0.3242,1
-0.0012,0.1077,0.0182,0.1103,0.2317,0.0858,0.0502,0.0711,0.1288,0.2168,0
0.0076,0.0686,0.0193,0.0963,0.6195,-0.0351,0.0241,-111,0.0261,0.1001,1
0.1635,0.1882,0.0043,0.1932,0.3228,0.1365,-0.0095,0.0637,0.1668,0.3203,1
0.1211,0.9123,0.2045,0.1491,0.2595,0.0768,0.0146,0.0011,-0.0338,0.1242,1
0.1659,0.1634,0.0211,0.1842,0.2809,0.1568,-0.0071,0.0542,0.1438,0.2997,1
-0.0075,0.2871,0.0903,0.3169,0.1685,0.0618,0.0595,0.0592,0.0768,0.1975,0
0.02,0.1659,0.0014,0.1113,0.3975,-0.0567,-0.0081,-0.0572,0.0588,0.8991,1
0.1781,0.0657,94,161,0.2257,0.3597,0.0853,0.0075,-0.0489,0.1408,1
0.0912,0.0779,0.0014,0.1227,0.1822,0.1035,0.0553,0.0879,0.0932,0.2424,0
0.1295,0.1903,0.0172,0.1615,0.3015,0.1518,-0.0319,0.0766,137,382,1
0.0725,0.0939,-0.0697,0.9256,0.6628,0.0443,-0.0899,-0.0572,0.0456,0.0798,1
0.1197,0.0657,0.1,0.1298,0.1911,0.1074,0.0033,0.0122,-0.0452,0.1311,1
0.1609,0.1312,0.0288,0.1736,0.2914,0.1753,-0.0285,0.0769,0.1306,0.3527,1
0.0232,0.1043,0.0755,0.1702,0.2215,0.0826,0.0529,0.0803,0.1187,0.24,0
0.2667,0.1375,0.1446,0.1736,0.2532,0.1803,0.0824,-0.0132,-0.0175,0.1012,1
-0.0183,0.1965,23,0.0765,0.3643,-0.0172,0.0149,-0.1409,0.0728,0.0632,1
0.0429,57,0.0365,0.1085,0.2004,0.2106,0.1228,0.0845,-0.0183,0.1012,1
0.0606,0.0649,-0.0586,0.0857,0.3451,-0.0193,0.0138,0.0636,0.0353,0.0735,1
0.0242,0.1106,0.0014,143,0.2033,118,0.0502,0.0932,0.0929,0.2139,0
135,0.2209,0.0251,133,0.3128,151,0.0307,0.0402,143,0.2904,1
0.03,0.1193,0.0934,148,0.2487,0.1225,0.0289,0.0634,138,0.2255,0
0.0308,0.2208,-0.0193,0.0997,0.4884,0.0393,0.3935,-43,0.0717,0.0972,1
0.0696,114,52,0.1483,0.2885,0.0563,0.0732,-0.0135,-0.0526,0.1094,1
0.1725,0.1449,0.0233,0.19,0.2941,0.1544,-0.0089,0.0687,0.1401,0.3086,1
0.4525,0.5777,0.0486,0.1686,0.2051,0.1,0.0407,-0.0082,0.0013,0.1012,1
0.0084,0.0908,0.0119,0.1169,0.1983,0.0966,46,0.1046,0.1172,0.2089,0
0.0424,0.0646,-0.0356,0.1205,0.5737,61,-0.0168,-0.1115,0.0575,0.0751,1
0.1585,0.1399,0.0114,0.1544,0.3114,0.1497,-0.0079,0.06,0.1224,292,1
0.1335,0.0504,0.0288,0.1317,0.1999,0.0525,0.0666,0.0011,-0.0022,0.1134,1
25,0.2234,0.1306,0.6223,686,0.0712,0.0995,-0.0567,0.0825,0.0785,1
0.1414,0.1383,0.0219,0.1546,0.3091,0.1628,0.0154,0.0579,0.1119,0.3303,1
0.0105,0.0964,37,0.1499,0.1951,0.0705,0.0909,0.0895,0.1261,0.1994,0
0.0187,0.0552,0.0043,0.1042,0.6654,0.0145,-0.0337,-0.0883,0.0417,0.0835,1
0.1693,0.1465,0.0206,0.1578,297,0.1782,-0.0177,0.1758,0.1438,0.2952,1
0.0398,0.0987,0.0599,0.1288,0.2371,0.1473,0.0682,0.0726,0.1296,0.2234,0
0.0833,0.0708,0.0876,0.1364,0.2853,0.1185,0.0611,0.0162,-0.0444,102,1
0.0089,0.0578,0.0225,0.0891,0.5259,-0.0319,-0.0182,-0.1018,0.0187,0.0727,1
0.0865,0.0803,51,0.1293,0.2073,0.0457,0.0518,0.0117,-0.0389,0.1015,1
0.1868,171,0.0116,0.1757,0.2885,0.1665,0.0167,0.0365,0.1356,0.2854,1
0.0034,0.1256,0.0454,0.1282,0.2165,0.0481,0.0808,0.0565,0.1098,0.1785,0
-0.0049,0.1043,0.0156,0.1145,0.2118,0.0536,0.0737,0.0652,0.1158,226,0
72,56,0.0602,0.1409,0.2125,0.1143,26,0.0328,-0.0222,0.1078,1
0.2197,0.1547,0.0291,0.1694,0.3157,0.2003,0.0903,0.0365,0.1502,0.3767,1
0.0959,0.0348,0.0043,73,0.3948,-33,0.0684,-0.0546,0.0738,0.1004,1
0.1444,61,-0.0156,0.1313,0.4416,0.0454,-0.0255,-0.0999,0.0414,0.0534,1
0.0303,0.0929,0.0056,0.1436,0.1981,47,0.0946,0.0557,0.1024,202,0
0.1786,0.1499,0.0169,0.1655,0.3088,0.2236,0.1115,0.0816,0.1502,0.3707,1
0.0643,0.0507,28,0.0937,0.1845,0.0774,0.0671,0.0059,-0.0331,116,1
0.0152,0.0699,19,0.4541,0.8255,0.1158,-0.0311,-0.0148,0.0488,0.0508,1
0.0031,0.3428,0.0985,0.9062,0.2157,0.0676,0.05,0.0819,0.0997,188,0
0.1593,0.1394,0.0217,0.1839,0.3083,0.1739,0.0368,0.0732,0.11,0.3831,1
0.0778,0.0694,0.0467,0.1032,0.2025,0.0845,0.0484,-0.0111,-0.0072,1.0509,1
0.1643,0.1774,0.0264,0.1821,0.3553,0.1924,0.0872,0.0792,0.1626,0.4155,1
0.0912,0.0322,-0.0335,105,0.4001,0.0111,-0.0052,-0.0894,0.0575,0.0716,1
0.0245,0.5603,0.6729,0.1472,0.1677,0.0648,0.0502,0.0499,0.0797,0.2041,0
0.0886,0.0615,0.0151,0.0934,0.1869,0.0747,0.0215,-0.0034,-0.0433,0.1677,1
0.1791,0.1475,0.0238,0.2736,0.2954,0.1586,-0.0084,0.0882,0.1686,0.3683,1
0.0195,0.0779,0.0101,0.1441,0.1782,0.0695,0.0634,0.0492,0.0657,0.2084,0
-0.0025,0.0404,-0.0646,0.1102,0.3152,-0.0312,0.0465,-0.1168,0.0206,0.0977,1
0.0554,0.0597,0.0267,66,0.2012,0.0708,45,0.0038,-23,0.1247,1
0.0427,0.1082,0.2626,0.5486,0.1861,0.0855,0.0421,0.0616,105,0.2086,0
0.0598,0.0544,0.0143,0.1037,0.1814,0.0388,0.0589,-0.0013,-0.0555,0.1091,1
0.0656,0.0135,0.0016,0.0435,0.3108,-0.0293,0.0064,-0.0934,0.0672,0.0853,1
0.1672,0.1402,0.0204,0.1786,0.3128,0.1499,0.0128,0.0742,0.1525,0.3947,1
0.1451,0.1766,0.0135,0.1728,308,0.1375,0.0133,0.0747,0.1604,0.4055,1
0.0374,0.0747,0.0256,0.0897,0.1887,66,0.0318,0.0061,-0.0397,0.1226,1
-0.0028,-0.0185,-0.0106,52,0.3886,0.0246,0.1048,-0.0092,0.0229,83,1
59,0.0726,0.0428,0.1224,0.2022,74,0.0687,0.0631,0.0623,0.6834,0
0.0445,0.0684,14,0.0995,0.1994,0.0639,0.0513,0.0048,-0.0557,0.1039,1
0.1807,0.1687,0.0061,0.18,0.3514,0.1365,-0.0021,0.0821,0.1375,0.3865,1
0.1956,0.1039,0.0145,0.1208,0.4088,0.0032,-0.0306,-0.0578,0.0013,0.1075,1
0.0506,0.0974,0.0058,0.1137,0.1666,0.0953,0.0481,0.0589,0.2544,0.2247,0
0.0712,0.0898,-0.0011,0.1116,0.1534,0.0921,0.0473,0.0605,0.0871,0.2026,0
0.0558,0.0491,29,0.0804,0.3476,105,0.0565,0.5003,0.1261,0.1267,1
0.1709,0.1813,9,0.1757,322,0.1431,-0.0092,0.0676,0.1565,0.3453,1
0.0263,65,0.0143,0.0871,0.1899,0.0578,0.0212,0.0011,-0.0447,0.0973,1
6,0.0639,0.0029,0.0947,0.2067,0.0467,0.0307,0.0122,-0.0639,0.0909,1
0.0189,0.1048,0.0132,114,0.1919,0.0642,0.0455,0.0639,0.0852,0.1785,0
168,0.1718,0.0066,0.1628,0.2972,0.1325,-0.0023,0.0652,0.1486,0.3466,1
0.1146,0.0235,-0.0108,0.0854,0.3305,0.0232,0.0428,-0.0625,0.0659,0.1006,1
0.0205,0.0723,0.0124,0.1174,178,0.1431,0.0447,0.0639,0.0768,0.2123,0
0.0327,42,19,0.0921,0.1777,0.0652,0.0268,-0.0087,-0.0228,0.0954,1
0.1511,0.1531,0.0167,0.1763,0.3147,0.1684,0.0054,85,0.1673,444,1
0.2402,0.0478,-0.0246,0.0828,0.4871,82,0.0586,0.1324,0.0952,0.0909,1
0.0042,0.0312,-0.0169,0.0796,0.3764,-0.0137,0.0096,-0.0372,82,0.0906,1
0.1604,0.1452,0.0188,0.1662,0.3228,0.1351,-0.0034,0.0639,0.1399,0.3371,1
0.0263,0.0781,-0.0058,0.1351,0.1933,0.0914,51,0.0813,0.1177,0.2065,0
0.0685,0.0372,0.0312,0.2188,0.4379,0.2254,0.0568,3,-0.0505,0.1007,1
0.0147,0.0671,-0.0029,0.0728,0.2057,0.0423,0.0444,0.0272,-65,0.1142,1
0.0427,0.0391,0.0108,0.0683,0.7113,67,-0.0261,0.0075,0.0506,0.1323,1
0.1659,0.1378,0.0153,0.1697,0.2782,0.1811,-0.0174,0.0681,0.1705,0.3601,1
0.0509,0.1053,0.0161,0.1066,0.1716,0.0532,0.0666,0.0465,0.0348,0.1849,0
0.0976,0.0584,0.0626,0.0749,0.2027,0.0576,0.0093,0.0792,-0.0787,0.1026,1
0.1635,0.2151,0.0116,0.1797,0.4163,0.2033,0.0027,0.0769,0.1932,0.3933,1
-0.0204,0.0406,0.0143,0.2402,0.3933,0.0016,0.0299,-0.0398,0.0789,0.1507,1
0.0013,0.1167,0.0689,0.1583,0.2062,0.1025,0.0526,0.0589,0.0517,0.2107,0
0.0366,0.0576,14,66,0.1901,0.0475,0.0589,0.0225,-0.0315,0.0907,1
-0.0096,0.0929,0.0014,0.1098,0.1824,107,0.0431,0.0639,0.0071,0.1894,0
0.0743,0.0209,-0.0159,0.0746,0.3326,0.0251,-0.0187,-0.0609,0.0469,0.0482,1
0.1973,0.1362,0.0275,0.1736,0.3933,0.4634,0.0202,0.1048,162,0.3247,1
0.0303,0.0586,0.0032,0.1111,0.2105,74,0.0629,0.0568,0.0895,0.2023,0
0.0145,0.0697,0.0087,0.0802,0.1806,0.0367,0.0967,0.0399,-3,0.1121,1
0.1509,0.3674,0.0372,0.1438,0.9612,0.2262,0.0162,0.0858,0.1414,0.3585,1
0.0432,0.0185,-0.0306,0.0527,0.3356,-0.0246,0.0038,-0.0045,0.0799,0.0848,1
0.1622,0.1731,0.0196,0.2103,0.2999,0.1768,-0.0092,61,0.1615,0.3551,1
0.0213,0.0673,0.0518,0.1417,0.2592,0.4558,0.0721,0.0283,0.0098,0.1648,1
15,0.0797,0.0628,0.1209,0.1935,0.1056,0.0605,0.06,0.1565,0.3395,0
0.0688,0.3761,0.0886,0.2555,0.4542,0.0517,0.0067,0.0046,0.0596,0.1012,1
